Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. Protein q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,MW [kDa],Gene Symbol,"Abundance Ratio: (Heavy, Insoluble_S59L-Treat) / (Light, Insoluble_S59L-Treat)","Abundance Ratio: (Heavy, Insoluble_S59L-WT) / (Light, Insoluble_S59L-WT)","Abundance Ratio P-Value: (Heavy, Insoluble_S59L-Treat) / (Light, Insoluble_S59L-Treat)","Abundance Ratio P-Value: (Heavy, Insoluble_S59L-WT) / (Light, Insoluble_S59L-WT)","Abundance: F1: Light, Sample, I8, Insoluble_S59L-Treat, 4","Abundance: F3: Light, Sample, I7, Insoluble_S59L-Treat, 3","Abundance: F5: Light, Sample, I6, Insoluble_S59L-Treat, 2","Abundance: F7: Light, Sample, I5, Insoluble_S59L-Treat, 1","Abundance: F2: Light, Sample, I4, Insoluble_S59L-WT, 4","Abundance: F4: Light, Sample, I3, Insoluble_S59L-WT, 3","Abundance: F6: Light, Sample, I2, Insoluble_S59L-WT, 2","Abundance: F8: Light, Sample, I1, Insoluble_S59L-WT, 1","Abundance: F1: Heavy, Sample, I8, Insoluble_S59L-Treat, 4","Abundance: F3: Heavy, Sample, I7, Insoluble_S59L-Treat, 3","Abundance: F5: Heavy, Sample, I6, Insoluble_S59L-Treat, 2","Abundance: F7: Heavy, Sample, I5, Insoluble_S59L-Treat, 1","Abundance: F2: Heavy, Sample, I4, Insoluble_S59L-WT, 4","Abundance: F4: Heavy, Sample, I3, Insoluble_S59L-WT, 3","Abundance: F6: Heavy, Sample, I2, Insoluble_S59L-WT, 2","Abundance: F8: Heavy, Sample, I1, Insoluble_S59L-WT, 1",Modifications,WikiPathways,Reactome Pathways
FALSE,High,Master Protein,P51125,Calpastatin [OS=Mus musculus],0,20.857,12,5,9,5,84.9,Cast,1000,1000,,,,,,,,,,,,,4932089.5,3637951,2694194.25,,3949936.25,,Acetyl [N-Term],,Degradation of the extracellular matrix
FALSE,High,Master Protein,Q62425,Cytochrome c oxidase subunit NDUFA4 [OS=Mus musculus],0,20.737,55,5,85,5,9.3,Ndufa4,1.524,0.501,0.002501035,0.004690059,225604128,134730150,158651736,186128102,710981600,789698576,832764848,570613384,323074872,194474006,275679852,299339356,300655928,355774612,515722760,317805628,,Oxidative phosphorylation; Electron transport chain,TP53 Regulates Metabolic Genes; Respiratory electron transport; Cytoprotection by HMOX1; Complex IV assembly
FALSE,High,Master Protein,Q6PDQ2,Chromodomain-helicase-DNA-binding protein 4 [OS=Mus musculus],0,20.686,5,7,26,7,217.6,Chd4,1000,1000,,,,,,,,,,,,4060610,3522089.25,2772142.25,,2573528.5,3555821.25,6598153,,Mechanisms associated with pluripotency,HDACs deacetylate histones; Regulation of TP53 Activity through Acetylation; RNA Polymerase I Transcription Initiation; Regulation of PTEN gene transcription; NGF-stimulated transcription
FALSE,High,Master Protein,Q9Z108,Double-stranded RNA-binding protein Staufen homolog 1 [OS=Mus musculus],0,20.684,17,7,28,6,53.9,Stau1,1000,1000,,,,,,14692651,,,,4305017.5,24209898,29261565.25,25523878.75,32656133.5,64938512.5,46020719.13,80406128,85782528,,mRNA processing,
FALSE,High,Master Protein,D3YXK2,Scaffold attachment factor B1 [OS=Mus musculus],0,20.668,14,6,19,6,105,Safb,1.025,0.58,0.939683981,0.004709039,57630472,48486860,36065648,50371000,94168008,79503488,61099432,72311536,41775660,43392085.25,45434721.38,59110265.5,49343274.75,41139363.5,41565084.25,46498447.75,Acetyl [N-Term],,SUMOylation of transcription cofactors
FALSE,High,Master Protein,P61358,Large ribosomal subunit protein eL27 [OS=Mus musculus],0,20.624,36,4,74,4,15.8,Rpl27,0.001,0.001,,,75709296,51622352,50512280,66618912,40410264,44045976,47341248,48887044,,,,,,,,,,Cytoplasmic ribosomal proteins,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA; L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA
FALSE,High,Master Protein,Q8BXV2,BRI3-binding protein [OS=Mus musculus],0,20.573,17,3,44,3,28.2,Bri3bp,1.442,0.54,0.060469509,0.000784629,6837079,4796430,4100546.75,5122065.5,12826209,11184897,12975912,10491995,8408485,5241374,6937665.5,9050069,6035602.5,5861439.5,7508389,5844182.5,,,
FALSE,High,Master Protein,Q924T2,Small ribosomal subunit protein uS2m [OS=Mus musculus],0,20.566,26,5,23,5,32.3,Mrps2,1000,0.014,,0.150689724,,,,,9294256.875,9803287,7839071.5,4844904,,,1610783.25,,,2041075.75,3003641.75,,,,Mitochondrial protein degradation; Mitochondrial translation elongation; Mitochondrial translation termination; Mitochondrial ribosome-associated quality control
FALSE,High,Master Protein,E0CYV9,Uncharacterized protein C4orf54 homolog [OS=Mus musculus],0,20.537,6,7,19,7,189.6,,1000,,,,,,,,,,,,7990557.75,7255423.5,4258482.5,5365987.5,,,,,,,
FALSE,High,Master Protein,Q9D0Q7,Large ribosomal subunit protein mL45 [OS=Mus musculus],0,20.446,28,7,16,7,35.4,Mrpl45,1000,36.297,,0.909917231,,,,,4136518.75,,6216269.5,,3315666,,2232448.5,,3363212.75,5105208.5,8189776.5,3808007.5,,,Mitochondrial translation elongation; Mitochondrial translation termination; Mitochondrial ribosome-associated quality control
FALSE,High,Master Protein,O08547,Vesicle-trafficking protein SEC22b [OS=Mus musculus],0,20.391,28,5,19,5,24.7,Sec22b,1000,1000,,,,,,,,,,,8820505.5,4687396.375,3890634.625,4563902.625,,733083.75,2220506.313,,Met-loss [N-Term],,COPI-dependent Golgi-to-ER retrograde traffic; ER-Phagosome pathway; COPII-mediated vesicle transport; Cargo concentration in the ER
FALSE,High,Master Protein,P45376,Aldo-keto reductase family 1 member B1 [OS=Mus musculus],0,20.381,35,8,46,8,35.7,Akr1b1,0.884,0.649,0.554470141,0.151709319,11122040,13510997.25,7574339.5,7732976.5,13787286,22484996,14957746,16208565.75,7191139,11134424,10062698.25,7329476.75,3844918,13000890.5,15385784.5,11809497.75,,Metapathway biotransformation; Polyol pathway; Eicosanoid metabolism via cyclooxygenases (COX),Pregnenolone biosynthesis; Fructose biosynthesis
FALSE,High,Master Protein,Q8K2Y7,Large ribosomal subunit protein uL29m [OS=Mus musculus],0,20.325,19,5,37,5,29.7,Mrpl47,1.352,0.52,0.069457166,0.032631314,5714025.75,2278695.063,4671305.875,2261166.75,17144313,19240995,25185696.5,11857543.75,9328454.5,2787169.938,4843744.75,3378226.688,7636563.5,9079443.25,21771786.5,6792509.875,,,Mitochondrial translation termination; Mitochondrial translation elongation; Mitochondrial ribosome-associated quality control
FALSE,High,Master Protein,Q8R2G4,Ecto-ADP-ribosyltransferase 3 [OS=Mus musculus],0,20.309,22,6,37,6,42,Art3,0.627,0.454,0.316911224,0.048749912,5963338.125,,2819738.25,5140994,8540704.75,9819186.25,6157228.875,8577871,3251769,,3277646.75,3223081.75,3114125.5,,3730123.25,4849791,,,Post-translational modification: synthesis of GPI-anchored proteins
FALSE,High,Master Protein,Q61235,Beta-2-syntrophin [OS=Mus musculus],0,20.266,16,8,36,7,56.3,Sntb2,,,,,,,,,,,,,,,,,,,,,,,Formation of the dystrophin-glycoprotein complex (DGC)
FALSE,High,Master Protein,Q8R0X7,Sphingosine-1-phosphate lyase 1 [OS=Mus musculus],0,20.25,20,8,27,8,63.6,Sgpl1,2.875,0.905,0.002836529,0.730355239,5647040.75,6760280,6222893.75,4489961.75,5266429.5,6592806.5,3767971.75,4304508.5,23797012,16503083,19734182.5,11703607.5,5013751.375,5542999.75,7428394.5,3706139.25,,Kennedy pathway; Sphingolipid metabolism overview; Sphingolipid metabolism (integrated pathway),Sphingolipid catabolism
FALSE,High,Master Protein,P55284,Cadherin-5 [OS=Mus musculus],0,20.159,11,6,28,6,87.8,Cdh5,1000,1000,,,,,,,,,,,,2664145.5,2762861.75,3877934.031,428089.5313,3134182.875,330999.4063,315029.4375,,,Adherens junctions interactions; VEGFR2 mediated vascular permeability
FALSE,High,Master Protein,P62334,26S proteasome regulatory subunit 10B [OS=Mus musculus],0,20.149,32,8,20,8,44.1,Psmc6,1000,,,,,,,,,,,,2900687,,3770142.75,2408790,,,,,,Proteasome degradation; Comprehensive IL-17A signaling,Degradation of CDH1; Separation of Sister Chromatids; FCERI mediated NF-kB activation; Downstream TCR signaling; Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; Activation of NF-kappaB in B cells; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Antigen processing: Ubiquitination & Proteasome degradation; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; The role of GTSE1 in G2/M progression after G2 checkpoint; MAPK6/MAPK4 signaling; UCH proteinases; Regulation of PTEN stability and activity; ABC-family proteins mediated transport; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of ornithine decarboxylase (ODC); Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; AUF1 (hnRNP D0) binds and destabilizes mRNA; Degradation of DVL; Hedgehog ligand biogenesis; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Proteasome assembly; GSK3B-mediated proteasomal degradation of PD-L1(CD274); SPOP-mediated proteasomal degradation of PD-L1(CD274); AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274); Degradation of CRY and PER proteins
FALSE,High,Master Protein,Q62093,Serine/arginine-rich splicing factor 2 [OS=Mus musculus],0,20.116,19,5,28,5,25.5,Srsf2,0.001,,,,,9227511,,,,,,,,,,,,,,,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],mRNA processing,mRNA Splicing - Major Pathway; Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination; mRNA Splicing - Minor Pathway
FALSE,High,Master Protein,P35762,CD81 antigen [OS=Mus musculus],0,20.068,18,2,26,2,25.8,Cd81,0.88,0.342,0.496675013,0.223313586,16382108,4265276.5,4126717.25,9630562.625,4261706,2851927,2748086.25,2114490.5,3534437.75,5919002.25,6103504.5,5372303.25,843153,1686767.25,,1810170.125,,B cell receptor signaling pathway,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell; Regulation of Complement cascade
FALSE,High,Master Protein,Q8C2Q3,RNA-binding protein 14 [OS=Mus musculus],0,20.019,15,9,34,9,69.4,Rbm14,1000,1000,,,,,,,,,,,,1111724.25,2330381.25,5580902,,,1838098.625,1450446.125,,mRNA processing,RUNX2 regulates bone development
FALSE,High,Master Protein,P62071,Ras-related protein R-Ras2 [OS=Mus musculus],0,19.937,26,4,17,3,23.4,Rras2,,,,,,,,,,,,,,,,,,,,,,Regulation of actin cytoskeleton; Comprehensive IL-17A signaling,RND1 GTPase cycle
FALSE,High,Master Protein,Q8K1Z0,"Ubiquinone biosynthesis protein COQ9, mitochondrial [OS=Mus musculus]",0,19.877,13,3,22,3,35.1,Coq9,,0.479,,0.219548425,,,,,3054422,5636968.5,4707722,,,,,,1122513.875,,2936717.5,1842438.5,,,Ubiquinol biosynthesis
FALSE,High,Master Protein,P47915,Large ribosomal subunit protein eL29 [OS=Mus musculus],0,19.831,24,4,50,4,17.6,Rpl29,1.79,1.323,0.006145797,0.147050957,40323065.25,29717674,27543465.63,38967545.44,25017300.81,25615367.5,30446326.88,24657863.19,75796427.25,47512795.5,66554907,66455637.5,23153116.94,31299286.75,52810271.5,35343104.88,,Cytoplasmic ribosomal proteins,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA
FALSE,High,Master Protein,Q9D0G0,Large ribosomal subunit protein mL65 [OS=Mus musculus],0,19.806,24,8,37,8,49.9,Mrps30,,,,,,,,,,,,,,,,,,,,,,,Mitochondrial translation elongation; Mitochondrial translation termination; Mitochondrial ribosome-associated quality control
FALSE,High,Master Protein,P63005,Platelet-activating factor acetylhydrolase IB subunit beta [OS=Mus musculus],0,19.744,16,4,19,4,46.6,Pafah1b1,1000,1000,,,,,,,,,,,14351977.75,,7138799.75,5142505.375,,,6941566.5,1215610.625,,Wnt signaling; Wnt signaling pathway and pluripotency,Separation of Sister Chromatids; Regulation of PLK1 Activity at G2/M Transition; Anchoring of the basal body to the plasma membrane; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Resolution of Sister Chromatid Cohesion; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Recruitment of NuMA to mitotic centrosomes; RHO GTPases Activate Formins; AURKA Activation by TPX2; EML4 and NUDC in mitotic spindle formation; COPI-independent Golgi-to-ER retrograde traffic
FALSE,High,Master Protein,Q9DC61,Mitochondrial-processing peptidase subunit alpha [OS=Mus musculus],0,19.644,22,9,22,9,58.2,Pmpca,1000,,,,,,,,,,,,6356539.5,1661042.375,3585511.875,4562780.25,,,,,,,Mitochondrial protein degradation; Processing of SMDT1
FALSE,High,Master Protein,Q9JJI8,Large ribosomal subunit protein eL38 [OS=Mus musculus],0,19.63,41,4,87,4,8.2,Rpl38,3.158,1.966,0.000924059,0.010113564,50522566,34554220,31634329,50641700,35252241,38030645,42585888,38161596,163398802,106546213.8,136618246.1,144367794,49962196,66926530,93567184,85564103,,Cytoplasmic ribosomal proteins; mRNA processing,L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA
FALSE,High,Master Protein,Q9Z1Z0,General vesicular transport factor p115 [OS=Mus musculus],0,19.629,8,6,21,6,106.9,Uso1,1000,1000,,,,,,,,,,,4355634.5,3444068.25,2408626.75,3136664.25,1784272.5,,3456755,,,,COPI-mediated anterograde transport; COPII-mediated vesicle transport
FALSE,High,Master Protein,Q99N94,Large ribosomal subunit protein bL9m [OS=Mus musculus],0,19.621,26,6,35,6,30.2,Mrpl9,,,,,,,,,,,,,,,,,,,,,,,Mitochondrial translation termination; Mitochondrial translation elongation; Mitochondrial ribosome-associated quality control
FALSE,High,Master Protein,P28658,Ataxin-10 [OS=Mus musculus],0,19.581,15,6,19,6,53.7,Atxn10,1000,,,,,,,,,,,,14841897.5,11200348.5,12055633,6605728,,,,,,,
FALSE,High,Master Protein,Q91YN9,BAG family molecular chaperone regulator 2 [OS=Mus musculus],0,19.561,29,5,22,5,23.5,Bag2,5.477,1000,0.028974856,,,2648548,1256308.25,3759083.25,2162121.75,,,,10771725.75,10505948.25,9500977,11770723.25,2118413,3538660.25,3173110.5,5836864.125,,,Regulation of HSF1-mediated heat shock response
FALSE,High,Master Protein,P07758,Alpha-1-antitrypsin 1-1 [OS=Mus musculus],0,19.49,14,4,15,4,46,Serpina1a,1000,1.487,,0.26639872,,,,,11568678,9850662,,5917840,34658524.5,27172660,,1872805,17199052,27640894,,,,,
FALSE,High,Master Protein,P61750,ADP-ribosylation factor 4 [OS=Mus musculus],0,19.48,22,3,30,1,20.4,Arf4,,,,,,,,,,,,,,,,,,,,,,EGFR1 signaling pathway,COPI-dependent Golgi-to-ER retrograde traffic; COPI-mediated anterograde transport; VxPx cargo-targeting to cilium
FALSE,High,Master Protein,O08810,116 kDa U5 small nuclear ribonucleoprotein component [OS=Mus musculus],0,19.463,9,7,23,6,109.3,Eftud2,,,,,,,,,,,,,,,,,,,,,,mRNA processing,mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway
FALSE,High,Master Protein,Q3UJB0,Splicing factor 3B subunit 2 [OS=Mus musculus],0,19.428,11,7,22,7,98.1,Sf3b2,1000,1000,,,,,,,,,,,305534480,214560869.5,256061801.8,302901354.3,164538971.6,140363863.6,210116821,227477059,,mRNA processing,mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway
FALSE,High,Master Protein,Q99JX4,Eukaryotic translation initiation factor 3 subunit M [OS=Mus musculus],0,19.409,16,5,20,5,42.5,Eif3m,1000,1000,,,3593458.75,,,,,,,,9494364.75,7606042.5,5930049.5,6317465.5,2048443.563,2216532.25,4834670.875,5014022.75,Acetyl [N-Term]; Met-loss+Acetyl [N-Term],,"L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"
FALSE,High,Master Protein,P97314,Cysteine and glycine-rich protein 2 [OS=Mus musculus],0,19.401,36,5,27,5,20.9,Csrp2,1.947,1.12,0.010180854,0.415951054,1812183.875,4071816.75,1117138.25,2279994.75,1910629.25,,2039487.875,1101517.875,3371713.25,7138879.25,3490183.5,4645491,2139667.75,,,2583791.5,,,
FALSE,High,Master Protein,P14115,Large ribosomal subunit protein uL15 [OS=Mus musculus],0,19.38,28,5,64,5,16.6,Rpl27a,1.477,1.07,0.007496861,0.242834113,48806958,36561418,39294894,45244071,21526681.5,26927642.5,32885827,32029131,73968754,50934847,73865885.75,65162209.5,20690826,29099054,41572778.75,33906049,,Cytoplasmic ribosomal proteins,L13a-mediated translational silencing of Ceruloplasmin expression; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide; PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA; Protein hydroxylation
FALSE,High,Master Protein,Q9R0Q3,Transmembrane emp24 domain-containing protein 2 [OS=Mus musculus],0,19.374,35,6,15,6,22.7,Tmed2,1000,1000,,,,,,,,,,,,,,2282381.5,,,,1459886.5,,,COPI-dependent Golgi-to-ER retrograde traffic; COPI-mediated anterograde transport; COPII-mediated vesicle transport; Cargo concentration in the ER; Pre-NOTCH Processing in Golgi
FALSE,High,Master Protein,P35235,Tyrosine-protein phosphatase non-receptor type 11 [OS=Mus musculus],0,19.371,15,6,16,6,68,Ptpn11,2.872,1.304,0.00664308,0.098397969,1260584.875,1519120.375,807439.75,909636.6875,929373.8125,1519574.75,2297469.25,1421370.25,4055657.75,2617865.5,2452491,2470707.5,1123092.625,,3234822.25,2697679.25,,IL-9 signaling pathway; Type II interferon signaling (IFNG); IL-5 signaling pathway; Mechanisms associated with pluripotency; Hepatocyte growth factor receptor signaling; Heart development; TNF-alpha NF-kB signaling pathway; B cell receptor signaling pathway; ESC pluripotency pathways; IL-1 signaling pathway; IL-3 signaling pathway; IL-6 signaling pathway; Kit receptor signaling pathway; IL-2 signaling pathway; T cell receptor signaling pathway; EGFR1 signaling pathway; Insulin signaling; IL-4 signaling pathway,"Platelet sensitization by LDL; Co-inhibition by PD-1; PIP3 activates AKT signaling; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; RET signaling; Signaling by SCF-KIT; GPVI-mediated activation cascade; Downstream signal transduction; Interleukin-20 family signaling; Regulation of IFNA/IFNB signaling; Tie2 Signaling; Spry regulation of FGF signaling; PI3K Cascade; Interleukin-3, Interleukin-5 and GM-CSF signaling; PI-3K cascade:FGFR1; FRS-mediated FGFR1 signaling; PI-3K cascade:FGFR2; FRS-mediated FGFR2 signaling; FRS-mediated FGFR4 signaling; PI-3K cascade:FGFR4; Interleukin-6 signaling; PECAM1 interactions; FRS-mediated FGFR3 signaling; PI-3K cascade:FGFR3; GAB1 signalosome; Co-inhibition by CTLA4; Signaling by CSF3 (G-CSF); MAPK3 (ERK1) activation; MAPK1 (ERK2) activation; Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE); MET activates PTPN11; Regulation of RUNX1 Expression and Activity; Co-inhibition by BTLA"
FALSE,High,Master Protein,P08905,Lysozyme C-2 [OS=Mus musculus],0,19.354,36,4,16,4,16.7,Lyz2,1000,,,,,,,,,,,,19572143.5,15775573,12544475.75,11890858,,,,,,Macrophage markers,Neutrophil degranulation; Antimicrobial peptides
FALSE,High,Master Protein,P24452,Macrophage-capping protein [OS=Mus musculus],0,19.332,21,5,15,5,39.2,Capg,1.676,1000,0.005198341,,2558854.5,2261909.5,1507932.375,1583599.125,,,,,4129398,4682124.5,2625170.25,2322633,,,,1389010.125,Acetyl [N-Term],,
FALSE,High,Master Protein,Q8CC27,Voltage-dependent L-type calcium channel subunit beta-2 [OS=Mus musculus],0,19.311,13,6,27,6,73.1,Cacnb2,1000,1000,,,,,,,,,,,,2555672.75,6105109.75,6827616.75,,5067323.5,6250119.5,2366459.5,,,Regulation of insulin secretion; Presynaptic depolarization and calcium channel opening; Phase 0 - rapid depolarisation; Phase 2 - plateau phase
FALSE,High,Master Protein,Q6PDG5,SWI/SNF complex subunit SMARCC2 [OS=Mus musculus],0,19.286,9,7,24,7,132.5,Smarcc2,1000,1000,,,,,,,,,,,3858282,,,7585232.5,,,1340764.875,,,TNF-alpha NF-kB signaling pathway,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known; RMTs methylate histone arginines; Formation of the embryonic stem cell BAF (esBAF) complex; Formation of neuronal progenitor and neuronal BAF (npBAF and nBAF); Formation of the non-canonical BAF (ncBAF) complex; Formation of the polybromo-BAF (pBAF) complex
FALSE,High,Master Protein,P56391,Cytochrome c oxidase subunit 6B1 [OS=Mus musculus],0,19.261,62,5,50,5,10.1,Cox6b1,0.001,0.144,,0.034779222,6032415,4220147.5,1374582.875,1949268.625,8836330.938,11700009.38,9676172.5,5079746.063,,,,1544190.375,,1043052.813,2252873.75,1287319.25,,Electron transport chain,Respiratory electron transport; TP53 Regulates Metabolic Genes; Cytoprotection by HMOX1; Complex IV assembly
FALSE,High,Master Protein,P70698,CTP synthase 1 [OS=Mus musculus],0,19.235,12,5,12,5,66.6,Ctps1,1000,,,,,,,,,,,,2568255.25,,1849837.5,,,,,,,,Interconversion of nucleotide di- and triphosphates
FALSE,High,Master Protein,Q6ZWU9,Small ribosomal subunit protein eS27 [OS=Mus musculus],0,19.234,38,3,46,1,9.5,Rps27,2.582,1.526,0.007571327,0.024795343,24530070,17275773,17990034.5,17559807,18558473.75,21784185.5,25584171.5,24583995.5,65092108,43407818,55531780,28699662,25500324.5,36915977,50169868,30434434,,Cytoplasmic ribosomal proteins; mRNA processing,"Separation of Sister Chromatids; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation; L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA; ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition"
FALSE,High,Master Protein,Q9D1G3,Protein-cysteine N-palmitoyltransferase HHAT-like protein [OS=Mus musculus],0,19.219,13,6,35,6,56.4,Hhatl,0.001,0.001,,,1170259.25,,,,8846287,11759297,10177607,7811940,,,,,,,,,,,
FALSE,High,Master Protein,Q8BJW6,Eukaryotic translation initiation factor 2A [OS=Mus musculus],0,19.205,16,8,32,8,64.4,Eif2a,1000,1000,,,,,,,,,,,5866892,5184337,4955621,5569550,2981726.688,5250114,8066067.375,5621225.5,Met-loss [N-Term],IL-6 signaling pathway,
